"hotel","location","ranking","rating","review_count","min_price_usd","max_price_usd","review","date","sentiment","positive_score","neutral_score","negative_score","mixed_score","city","month","review_length"
"Bonoo Indian Tapas Restaurant","675 Finchley Road, London NW2 2JP England","1","5.0","2673","25.0","63.0","We were in London for 36hours. Read lot of good reviews had to check it out. 

The food was really good, the ambiance was great and the service staff was amazing. Dimple the waitresses took care of us and was a delight to talk to....Definitely worth the trip.More","December 2023","POSITIVE","0.9995114803314209","0.00023454640177078545","3.717290019267239e-05","0.00021682296937797219","London","12","263"
"Bonoo Indian Tapas Restaurant","675 Finchley Road, London NW2 2JP England","1","5.0","2673","25.0","63.0","Very nice service and food is absolutely delicious!! Ordered vegetarian food .. was amazed by the authentic taste!!","December 2023","POSITIVE","0.9998599290847778","7.608258601976559e-05","2.718218274821993e-05","3.6820198147324845e-05","London","12","115"
"Bonoo Indian Tapas Restaurant","675 Finchley Road, London NW2 2JP England","1","5.0","2673","25.0","63.0","Amazing! Well worth driving 45 minutes for this food experience and nice staff. We loved beeing guests here! And yes we are coming back again.","December 2023","POSITIVE","0.9995096921920776","0.00042227518861182034","4.857456588069908e-05","1.9438639355939813e-05","London","12","142"
"Bonoo Indian Tapas Restaurant","675 Finchley Road, London NW2 2JP England","1","5.0","2673","25.0","63.0","Amazing food experience! Authentic Indian food and very good service. Defenetly going back next time I am in London.","December 2023","POSITIVE","0.9988588094711304","0.0010586484568193555","4.574739796225913e-05","3.6884219298372045e-05","London","12","116"
"Bonoo Indian Tapas Restaurant","675 Finchley Road, London NW2 2JP England","1","5.0","2673","25.0","63.0","Really good experience! Fantastic atmosphere and authentic cuisine. Can really reccomend this place if you are in London and fancy a curry.","December 2023","POSITIVE","0.9996669292449951","0.0002863215340767056","1.8872493456001393e-05","2.7873071303474717e-05","London","12","139"
"Devine Restaurant Coffee Bar","19 Vine Street, London EC3N 2PX England","2","5.0","577","5.0","10.0","Food was great but the attitude of the staff was priceless. I will definitely visit again.","December 2023","POSITIVE","0.7428258657455444","0.0008808962884359062","0.00019377742137294263","0.25609949231147766","London","12","90"
"Devine Restaurant Coffee Bar","19 Vine Street, London EC3N 2PX England","2","5.0","577","5.0","10.0","Devine was a great find! The food was delicious and the staff was very friendly and accommodating. We had a larger party and a tight schedule and they happily made it work for us. I look forward to the next visit!","November 2023","POSITIVE","0.9997075200080872","0.00022958967019803822","1.762617102940567e-05","4.522471135715023e-05","London","11","213"
"Devine Restaurant Coffee Bar","19 Vine Street, London EC3N 2PX England","2","5.0","577","5.0","10.0","Is it possible to give 10 stars? The service was amazing from the going in to the coming out and not the forget, the food was simply MENTAL! For the price, it’s extremely hearty and fills your heart! Thanks for the food, made our trip!","December 2023","POSITIVE","0.9989383816719055","0.0009756652871146798","5.845824125572108e-05","2.74621579592349e-05","London","12","235"
"Devine Restaurant Coffee Bar","19 Vine Street, London EC3N 2PX England","2","5.0","577","5.0","10.0","Perfect breakfast, delicious, super service.   Try the Capuchino, best I've had.  Plain omelet also great.","December 2023","POSITIVE","0.9996985197067261","0.00024341267999261618","2.33360242418712e-05","3.477044447208755e-05","London","12","106"
"Devine Restaurant Coffee Bar","19 Vine Street, London EC3N 2PX England","2","5.0","577","5.0","10.0","nice place to eat nice breakfast for nice cash, if u visit tower bridge and u feel hungry u definitely need to go in. don't afraid, this place is run by cool people who take care about your stomach ;)","December 2023","POSITIVE","0.9966237545013428","0.0030533713288605213","0.00016648336895741522","0.00015643006190657616","London","12","200"
"Devine Restaurant Coffee Bar","19 Vine Street, London EC3N 2PX England","2","5.0","577","5.0","10.0","My husband and I had breakfast here 2 days in a row. It was delicious and the server/owner was a delight! Would recommend!","November 2023","POSITIVE","0.9998502731323242","8.983735460788012e-05","3.781938357860781e-05","2.2027374143362977e-05","London","11","122"
"Devine Restaurant Coffee Bar","19 Vine Street, London EC3N 2PX England","2","5.0","577","5.0","10.0","This was a delicious breakfast with plentiful portions. The owner was incredibly friendly and made my out-of-town friends and myself feel welcomed.","November 2023","POSITIVE","0.999695897102356","0.0002508857287466526","1.8771030227071606e-05","3.4418892028043047e-05","London","11","147"
"Devine Restaurant Coffee Bar","19 Vine Street, London EC3N 2PX England","2","5.0","577","5.0","10.0","Casual spot great for quick eat before hopping on the Tube. Staff was very friendly and easy to make adjustments to menu. Great overall!","November 2023","POSITIVE","0.999788224697113","0.00015550327952951193","2.4353679691557772e-05","3.201020081178285e-05","London","11","136"
"Devine Restaurant Coffee Bar","19 Vine Street, London EC3N 2PX England","2","5.0","577","5.0","10.0","During our family vacation to London we were lucky enough to find the Divine restaurant coffee bar tucked under a bridge—a true hidden gem! The service was amazing, and the cozy atmosphere made it a delightful find. They offer a great breakfast menu, and what...stood out was their flexibility for kids. A perfect spot for a family outing.More","November 2023","POSITIVE","0.9997312426567078","0.00020533721544779837","2.2214477212401107e-05","4.126035128138028e-05","London","11","343"
"Devine Restaurant Coffee Bar","19 Vine Street, London EC3N 2PX England","2","5.0","577","5.0","10.0","Its Amazing only the service was quite slow but the desert i had really fantastic i wish coming back again","June 2023","MIXED","0.0737302303314209","0.0005293539725244045","0.0005355437751859426","0.9252048134803772","London","6","106"
"Devine Restaurant Coffee Bar","19 Vine Street, London EC3N 2PX England","2","5.0","577","5.0","10.0","After trying various different restaurants nearby, the Devine restaurant is the best just not the food and the price but the service is. Espectacular. I highly recommend.","November 2023","POSITIVE","0.9980021119117737","0.00019397209689486772","0.00012353107740636915","0.0016804736806079745","London","11","170"
"Devine Restaurant Coffee Bar","19 Vine Street, London EC3N 2PX England","2","5.0","577","5.0","10.0","The food is great and traditional, there you can find real English Breakfast.
Also everyone there was amazing and super nice.","November 2023","POSITIVE","0.9962891340255737","0.0030399244278669357","0.00019787059864029288","0.0004730905930045992","London","11","125"
"Devine Restaurant Coffee Bar","19 Vine Street, London EC3N 2PX England","2","5.0","577","5.0","10.0","A certain member of staff had a seriously poor attitude! I can say the food was really good. Just a shame the customer service could not have been better .More","November 2023","MIXED","0.01272957120090723","0.002071287715807557","0.14443418383598328","0.8407649397850037","London","11","159"
"Devine Restaurant Coffee Bar","19 Vine Street, London EC3N 2PX England","2","5.0","577","5.0","10.0","Sid welcomed us like family & a “reserved” table! Our coffee was phenomenal- the best coffee we had on our week stay (hint: try the caramel cappuccino w an extra shot of expresso). We came for breakfast every single weekday on our trip. I highly...recommend this place!More","October 2023","POSITIVE","0.9996664524078369","0.00028758490225300193","2.70217551587848e-05","1.893343505798839e-05","London","10","273"
"Devine Restaurant Coffee Bar","19 Vine Street, London EC3N 2PX England","2","5.0","577","5.0","10.0","This is a hidden gem – at the time of writing, you can cut through past the Silver Tiger statue. Otherwise, find Minories and follow Hammett Street around to the right and into the Crescent, then under the railway bridge. Look out for a sign...set high on the wall, as the entrance door is tucked back at an angle and easy to miss.

The cafe is a great space – large yet relaxed and cosy, clean and comfortable. Sid, the owner, is a lovely guy – attentive and happy to chat, but not in the least bit pushy. He clearly takes a lot of pride in his business. (And rightly so!)

The cafe was fairly busy with the tail end of the breakfast crowd, but we were seated and got our menus promptly, and drinks soon arrived while we chose our food. The cappuccino was exceptional – nice strong coffee, and lovely thick foam that lasted to the end. (Like a dessert in a cup – in a good way!) I couldn't manage two, but the tea (builders'-style) I had later was strong and refreshing.

We both had the V3 breakfast with extra black pudding. Good-quality bacon cooked until slightly crisp but not dry, a lovely herby sausage, tasty baked beans, an 'over easy' fried egg, and thick toast. The black pudding had loads of flavour and was perfectly cooked. Last but not least, 'proper' chips – thick-cut, fluffy on the inside and crispy on the outside. 

In short, the café, staff and food were all fantastic, and we intend to come back soon! Highly recommended!More","November 2023","POSITIVE","0.9710326194763184","0.014977927319705486","0.0003120858164038509","0.013677354902029037","London","11","1448"
"Kinaara","1 Waterview Drive Greenwich Peninsula, London SE10 0TW England","4","5.0","334","44.0","95.0","Dinner at Kinnara was a great experience - combination of very good service, great views of the river and above all - amazing food. It is indian restaurant, but with a chef's touch that made it more interesting and modern. Highly recommended!","December 2023","POSITIVE","0.9996740818023682","0.0002804818213917315","2.081043930957094e-05","2.4573268092353828e-05","London","12","242"
"Kinaara","1 Waterview Drive Greenwich Peninsula, London SE10 0TW England","4","5.0","334","44.0","95.0","My much better half treated me to dinner at Kinaara for my birthday the other day, and I can hardly imagine a more wonderful gift. The food, the place, and the team were (are!) amazing. We loved it.

We were seated at a beautiful corner...table with a view of Canary Wharf and Docklands, with their reflections glistening in the river. The view alone is worth a visit, but when the food appears and we see each others’ smiles at what we are being served, the view is but a pretty little distraction.
 
The amuse-bouche really did amuse (our ‘bouches’, I guess). It supposed to be little teaser, and, oh, does it tease. A delicate, light play on corn, it is both wonderfully subtle and a slap in the face, telling your palate “strap in, hold tight, you’re here for an adventure”.

A few reviews had mentioned the grilled broccoli, and how surprised they were at something so simple being so spectacular. Well, they weren’t wrong. They’re a triumph: hint of smokiness, a hint of spice, just enough crunch, and yet so comfortably smooth and soft and, excuse me, sexy. Outrageous. 

Slap the word tandoori in front of anything, and I’ll be certain to try it. It doesn’t always work, but give a great chef a tandoor, and, hey, presto: Magic. These chefs definitely know what they’re doing. A bit like a good pizza oven, it does a lot of the work, but you still have to put in the effort, and the right ingredients, in the right order. 

The tandoori prawns are as glorious as they look. The missus ;) knew that although we’re sharing all these marvellous dishes, there was no chance I wasn’t going to have most of the prawns. I love good seafood, and this is seafood at its very best. 

Being from Azerbaijan means growing up with a lot of lamb dishes, and usually, as in her case, becoming quite picky and curious about other interpretations of lamb. She chose two lamb dishes. Considering she married me, you’d be entitled to question her choices, but not these. This time, she chose well. 

The dainty chops, the lamb starters, Lamb Barrah, were just lovely. I looked around to make sure I don’t embarrass myself and saw a guest at another table picking up a lamb chop as it should be picked up and gnawing at it. This is not a dish that should be eaten with knife and fork alone. You want to have every last bit of spicy, juicy, crispy yumminess. These little lambs did not sacrifice themselves in vain.

Of course I had to order a biryani. Some of my best friends are Gujarati. Some of the best meals I have ever eaten were biryanis. This one, Dum Pukht Chicken Biryani, the one with the pastry lid, is right up there with the best of them. 

Our other main, the lamb shank, Lamb Nihari, is a joke. It defies physics. How? Just how? How does it stay on the bone just long enough to reach our table and then fall off? How does it stick on the fork and then melt in the mouth like a meaty toffee?

And while I ponder the impossibility or, at the very least, unlikelihood of these dishes, my darling dearest has a taste of the Dal Makhani, dark and creamy lentils from heaven, and gives me a knowing look. This is good, really, really good, she tells me - without saying the words. Thank you for taking me here (with words), and thank Zana for recommending this.

And before it gets too repetitive - it was really was that consistently great - and just after briefly noting that the desserts were sensational too, may I just mention that although I loved it all, my personal culinary highlight, the dish that was most for me and most like me, was the unlikely okra, Masala Bhindi: Humble, but arrogant, subtle and yet brash, with a bit of bite, but also unashamedly a little slippery, not to everyone’s liking, but, well, liked, somehow.

I blame it on my partly Turkish roots. Okra is a delicacy in Turkey and it is also a delicacy by virtue of it being delicate. Even slightly overcooked, it becomes a gloopy mess. Slightly under, and it’s torture, like the sort half-cooked beans English restaurants used to serve. I have had okra many many times. My dad is an okra expert and he makes damn fine okra dishes. We disagree and argue a lot, but on this we agree. This okra, Kinaara’s okra, ‘our’ okra is wonderful. It’s life-affirming. 

Occasionally, I have had people tell me that they don’t like “spicy” food, and I try my very best to be polite, respectful and understanding, but on the inside, in my mind, in the deep recesses of my soul, I pity them. 

I believe that the two great national cuisines, if there is such a thing, are Italian and Indian. Yes, there is good and even great food in all sorts of places, but considering the quality of food I have eaten both in restaurants and in private homes, the pride in the ingredients and the preparation, these two cuisines are quite clearly exceptional. I have travelled a bit and eaten a lot (plus I’m ridiculously old) and with my family from or in four continents, I know that is quite a generalisation, but I know it’s true.

I had a great aunt, god rest her soul, my nan’s brother’s wife, who was from Bangalore, and who introduced me to her cuisine when I was just a toddler, and, yes, it was by far the best food I had as a child - or since. She lived in Germany for most of her adult life, and whenever we visited I would spend hours with her in the kitchen, as she cooked and cursed the lack of proper food or ingredients in the shops, or laughed and sneered at what Germans and other Europeans called “curry”.

And, yes, the use of spices in Indian food is very pronounced. But to describe Indian cuisine simply as spicy, or even ‘too spicy’, is ridiculous. What great Indian food demonstrates is that spices are ingredients among many others, elements within a dish, prepared with attention to detail, with intricate timing, using all the various traditional and modern techniques and tools to create something delicious and nutritious. Not liking food because it is spicy, is no less silly than not liking food that is marinated, food that is properly cooked, made in stages rather than just thrown together randomly, or, frankly, food with any discernible taste.

The food at Kinaara is just that: bursting with taste, made with great care, with discernment and discipline, with deft, delicate touches, with experience and expression, prepared, presented and served by excellent, thoroughly pleasant professionals. 

We were served, expertly, by Varun, and welcomed by Diveena and Soniya, and both Zana, the fabulously charming restaurant manager, and Mohan, who manages all the restaurants and bars at the hotel with a lovely blend of pride and humility, came to greet us, all of whom made it a memorable experience for which we are truly grateful.

We cannot wait to go back, although it will be a real struggle to decide whether we try the other great sounding dishes on the menu, or ordering these again, renewing our wows.More","February 2023","POSITIVE POSITIVE","0.9700445532798767","0.015626554319169372","0.0014986771857365966","0.012830219813622534","London","2","6898"
"Kinaara","1 Waterview Drive Greenwich Peninsula, London SE10 0TW England","4","5.0","334","44.0","95.0","From start to end the experience was stunning. The flavours and spices in the food were so good. Service was brilliant by Roshaan, very attentive. 
We will definitely be back.","December 2023","POSITIVE","0.9997286200523376","0.00021328942966647446","2.291538294230122e-05","3.51548042090144e-05","London","12","175"
"Kinaara","1 Waterview Drive Greenwich Peninsula, London SE10 0TW England","4","5.0","334","44.0","95.0","Absolutely loved the food it was delicious. Wonderful waiters ashish and sonal warmed my heart and made me feel so welcomed in their beautiful wonderful restaurant 😋👍🏼","December 2023","POSITIVE","0.9998195767402649","0.0001229519839398563","2.2813801479060203e-05","3.477130303508602e-05","London","12","167"
"Kinaara","1 Waterview Drive Greenwich Peninsula, London SE10 0TW England","4","5.0","334","44.0","95.0","Lovely food and Roshaan was great. We was welcomed warmly and seen to our tables. The butter chicken is a must","December 2023","POSITIVE","0.9995726943016052","0.00037124939262866974","2.6203066227026284e-05","2.9865937904105522e-05","London","12","110"
"Kinaara","1 Waterview Drive Greenwich Peninsula, London SE10 0TW England","4","5.0","334","44.0","95.0","We had a very nice experience! This restaurant is not like the traditional Indian restaurants you know. It's a completely different experience and you get to try new dishes. We were served by Roshaan; a very friendly and attentive waiter. Plus, the view from this...restaurant is phenomenal and amazing. We can only recommend this restaurant.More","December 2023","POSITIVE","0.9956080317497253","8.084761066129431e-05","0.00023446677369065583","0.004076570738106966","London","12","346"
"Kinaara","1 Waterview Drive Greenwich Peninsula, London SE10 0TW England","4","5.0","334","44.0","95.0","Excellent food and great service. All the staff were very helpful and our waitress Sonal was particularly great. The starters were were exceptional.","December 2023","POSITIVE","0.999498724937439","0.00020880487863905728","2.8825776098528877e-05","0.0002636074204929173","London","12","148"
"Kinaara","1 Waterview Drive Greenwich Peninsula, London SE10 0TW England","4","5.0","334","44.0","95.0","Exceptional food and outstanding service. Thank you for an enjoyable evening dinner. Would highly recommend the restaurant for the quality of food and staff's attentiveness.","December 2023","POSITIVE","0.9997591376304626","0.0001967640855582431","2.3369600967271253e-05","2.078689976769965e-05","London","12","173"
"Kinaara","1 Waterview Drive Greenwich Peninsula, London SE10 0TW England","4","5.0","334","44.0","95.0","My wife and I had a wonderful time over dinner at Kinaara. Staff were very nice and respectful and food was extremely delicious. Would highly recommend to anyone visiting London.","December 2023","POSITIVE","0.9997578263282776","0.00019134950707666576","2.3993245122255757e-05","2.6893952963291667e-05","London","12","178"
"Kinaara","1 Waterview Drive Greenwich Peninsula, London SE10 0TW England","4","5.0","334","44.0","95.0","We ate here twice in three days! London has many options, but if one is anywhere near the O2, skip the venues near the arena and visit Kinaara on floor two of the intercontinental hotel. The restaurant has two glass walls overlooking the Thames, the...prime meridian (marked at night with a green laser) and part of the  London skyline. The views are spectacular. The restaurant  is even better. 

Kinaara is exceptional. It is very welcoming and the staff are outstanding, and the food is delicious. I have eaten in many Indian restaurants and never seen the cuisine presented as elegantly as it is here. I have also not enjoyed such a complexity of flora. Indian sauces are complex but Kinaara    does something special. Make a reservation and enjoy a relaxed evening of delicious  food. 

More adventurous dishes include the broccoli, which is spicy and amazingly good. People who feel less adventurous can not go wrong with the Butter chicken. The garlic naan is exceptional. 

The first evening, we had a group of 7 and “Ashish” waited in us and the second evening , we were just a couple, returning to try more dishes and our waiter was “Roshaan.”  Both men are professional and very knowledgable about the wines and the cuisine. 
This restaurant is an excellent  choice for creative, modern Indian cuisine and fine wines & liquors.More","December 2023","POSITIVE","0.9992212057113647","0.00047761297901161015","0.0001595919457031414","0.0001415036676917225","London","12","1342"
"Kinaara","1 Waterview Drive Greenwich Peninsula, London SE10 0TW England","4","5.0","334","44.0","95.0","We were severed by Gonal & Ashish and they were absolutely amazing! The service was great and the food was absolutely amazing! I can’t thank the service team enough for treating us so well! Thank you!","December 2023","POSITIVE","0.999742329120636","9.01014354894869e-05","2.918450081779156e-05","0.00013837000005878508","London","12","200"
"Kinaara","1 Waterview Drive Greenwich Peninsula, London SE10 0TW England","4","5.0","334","44.0","95.0","Excellent location both in terms of closeness to O2 and views out from restaurant. Friendly attentive staff matched by high quality authentic Asian food.","December 2023","POSITIVE","0.9983317255973816","0.0016182969557121396","2.4234483134932816e-05","2.569199750723783e-05","London","12","153"
"Kinaara","1 Waterview Drive Greenwich Peninsula, London SE10 0TW England","4","5.0","334","44.0","95.0","Last week I had a large group booking at this Restaurant.
Zana & her team Delivered an impeccable service, complemented by Deliciously outstanding food. 
No doubt I will be back and I would highly recommend 100%.","November 2023","POSITIVE","0.9990888833999634","0.0008628567447885871","2.8372189262881875e-05","1.986191091418732e-05","London","11","212"
"Kinaara","1 Waterview Drive Greenwich Peninsula, London SE10 0TW England","4","5.0","334","44.0","95.0","Amazing quality service, from our server Ashish! Really lovely mains and desserts, highly recommended!","December 2023","POSITIVE","0.9998235106468201","0.00012540463649202138","2.7127533030579798e-05","2.3902504835859872e-05","London","12","102"
"Kinaara","1 Waterview Drive Greenwich Peninsula, London SE10 0TW England","4","5.0","334","44.0","95.0","Excellent evening.  Amazing food and the attention to detail of ALL staff made for lovely memorable meal at Kinaara - thank you 👏🏽","December 2023","POSITIVE","0.9993922710418701","0.0005601440789178014","2.220967689936515e-05","2.5446866857237183e-05","London","12","130"
"Sitara","784 Holloway Road Archway, London N19 3JH England","3","5.0","902","","","Our food was just great. It has a nice ambience and good prices are decent as well. And a very friendly service! We will definitely back.","December 2023","POSITIVE","0.9992052912712097","0.0005235158605501056","2.630034214234911e-05","0.0002448451123200357","London","12","137"
"Sitara","784 Holloway Road Archway, London N19 3JH England","3","5.0","902","","","Great food and service, the flavours so tasty, would recommend again if in the area. Try the pea rice!","December 2023","POSITIVE","0.9997345805168152","0.00020009366562590003","2.6420339054311626e-05","3.8880483771208674e-05","London","12","102"
"Sitara","784 Holloway Road Archway, London N19 3JH England","3","5.0","902","","","A fantastic family restaurant with delicious food and excellent service. We had a really great dinner...so tasty. Very reasonable prices.","December 2023","POSITIVE","0.999758780002594","0.00013164596748538315","2.3691358364885673e-05","8.590123616158962e-05","London","12","137"
"Sitara","784 Holloway Road Archway, London N19 3JH England","3","5.0","902","","","We had dinner at Sitara and it was really delicious. Everything is good: the starter, the main course and the garlic nan is succulent! The team is really nice, we had a great time! 
The jazz music sets a great mood in the restaurant! 
I'd...recommend this restaurant 100%! 

Greatings from France 🇫🇷 !!More","December 2023","POSITIVE","0.999700665473938","0.0002429533051326871","2.0610950741684064e-05","3.579800613806583e-05","London","12","306"
"Sitara","784 Holloway Road Archway, London N19 3JH England","3","5.0","902","","","Excellent Indian restaurant with a really great jazz atmosphere. It was a really pleasant moment. I will definitely recommend The Sitara!","December 2023","POSITIVE","0.9997715353965759","0.0001740457519190386","2.1089150322950445e-05","3.329078754177317e-05","London","12","137"
"Sitara","784 Holloway Road Archway, London N19 3JH England","3","5.0","902","","","Wonderful food, lovely jazz music and exceptional welcome.  Sitara is an amazing experience with high quality food. Raj is a lovely host.","December 2023","POSITIVE","0.9991266131401062","0.0007566256681457162","2.1035226382082328e-05","9.568234963808209e-05","London","12","137"
"Sitara","784 Holloway Road Archway, London N19 3JH England","3","5.0","902","","","A very friendly family run restaurant. Delicious food, great service. A little oasis on the Holloway Rd. Highly recommended.","December 2023","POSITIVE","0.9992282390594482","0.0007288737688213587","2.095009222102817e-05","2.1928828573436476e-05","London","12","124"
"Sitara","784 Holloway Road Archway, London N19 3JH England","3","5.0","902","","","Wonderful Experience at an Indian Restaurant! My recent visit to an Indian restaurant was truly delightful. The food was exceptional, offering an array of delicious flavors that left me satisfied. The ambiance was elevated by the fantastic music selection, including the enjoyable addition of Turkish...jazz tunes. The fusion of great food and captivating music created an unforgettable dining experience. Highly recommend this place for anyone seeking fantastic Indian cuisine coupled with a musical treat!More","December 2023","POSITIVE","0.9996697902679443","0.00028435062267817557","2.4554679839638993e-05","2.135668182745576e-05","London","12","511"
"Sitara","784 Holloway Road Archway, London N19 3JH England","3","5.0","902","","","This is a great place! The food is delicious, great music, great vibe. The staff are really friendly, take their advice on the menu","December 2023","POSITIVE","0.9996390342712402","0.0002833422040566802","1.7733984350343235e-05","5.983199298498221e-05","London","12","131"
"Sitara","784 Holloway Road Archway, London N19 3JH England","3","5.0","902","","","This is easily the best restaurant in Archway. 

The atmosphere is always buzzing and the variety of customers always leads to a friendly conversation. The food is also excellent and you can tell a lot of care has been taken in cultivating the menu.","December 2023","POSITIVE","0.9994532465934753","0.0004896788741461933","3.360835398780182e-05","2.3452501409337856e-05","London","12","249"
"Sitara","784 Holloway Road Archway, London N19 3JH England","3","5.0","902","","","Excellent service, superb food - the best curry in Archway without a doubt. 
Raj and his team always provide a great experience and we recommend it to all of our friends.","December 2023","POSITIVE","0.9991556406021118","0.0007822741754353046","1.5701116353739053e-05","4.6376506361411884e-05","London","12","170"
"Sitara","784 Holloway Road Archway, London N19 3JH England","3","5.0","902","","","We had a Friday night date here and it was so brilliant! The atmosphere is lovely. Dim lighting, gorgeous jazz and great wine. All of the food is freshly made, tasty and very affordable. We will def be making a habit of coming back.","December 2023","POSITIVE","0.9997830986976624","0.00013352278620004654","3.7251433241181076e-05","4.6101795305730775e-05","London","12","232"
"Sitara","784 Holloway Road Archway, London N19 3JH England","3","5.0","902","","","Fantastic food. Really welcoming and cosy atmosphere.

Staff super friendly. Everything felt incredibly personal. 

Will be back here many times!","December 2023","POSITIVE","0.9995735287666321","0.00034038088051602244","1.8975000784848817e-05","6.711586320307106e-05","London","12","145"
"Sitara","784 Holloway Road Archway, London N19 3JH England","3","5.0","902","","","Lovely food and excellent staff who gave good advice and were very pleasant with a good sense of humour - the music and atmosphere was also very good and added to an enjoyable evening","December 2023","POSITIVE","0.9997151494026184","0.00012940543820150197","2.480228249623906e-05","0.00013060048513580114","London","12","183"
"Sitara","784 Holloway Road Archway, London N19 3JH England","3","5.0","902","","","Found this place walking back from Archway. Looked really inviting and cosy on a cold, rainy evening. The soft lighting and jazz playing made us feel at ease. Staff were really friendly and gave as good advice about what to order and options about level...of spice.
They even let us try a dish we were contemplating. As a vegan, I ordered a selection of veg side dishes and the flavours of the dishes were amazing.
I will definitely be back. Recommend for a date night, friendly catch up or work night out.More","December 2023","POSITIVE","0.9996849298477173","0.00021243018272798508","6.32794399280101e-05","3.934340566047467e-05","London","12","510"
"Scarlett Green","4 Noel Street Soho, London W1F 8GB England","5","5.0","3544","","","Great vibe! Fun place to hang out with friends. Stephan and Veronica were great hosts - would recommend for a fun Saturday afternoon","December 2023","POSITIVE","0.9993399977684021","0.000613034819252789","2.8694874345092103e-05","1.8296874259249307e-05","London","12","132"
"Scarlett Green","4 Noel Street Soho, London W1F 8GB England","5","5.0","3544","","","Veronica was a fantastic waitress and Stephane a great host. Our brunch was delicious, I had the blueberry pancakes with marscapone and bacon, chefs kiss! Great vibes and great tunes as well :) would definitely come again for a (slightly) boozy brunch!","December 2023","POSITIVE","0.9994619488716125","0.00046904876944608986","2.5903394998749718e-05","4.312901000957936e-05","London","12","252"
